Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
JAYAD,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,nematode control in bio method,recommended for apply PAECILOMYCES 1 kg/acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR,22:30.6
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Karaikal black gram market rate,Recommended for  Karaikal black gram market rate Rs 1000-11500/ quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,36:22.0
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",pod borer in blackgram,Recommended for spray profenophos 2 ml / lit of water.,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,06:57.2
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,asking about blackgram foliar spray,recommended for pulse wonder 2 kg /200 litre of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,22:51.9
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy foliar spray information,recommended for spray urea 10 g  + zinc sulphate 5 g / lit of water.,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,00:42.9
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,asking about black gram variety information,recommended for black gram variety : Co 6 LRG 41 Vamban 2,PUDUCHERRY,PUDUCHERRY,VILLIANUR,55:17.0
JAYAD,HORTICULTURE,Vegetables,Tomato,Cultural Practices,asking about tomato sowing season information,recommended for tomato sowing season : may - june,PUDUCHERRY,PUDUCHERRY,VILLIANUR,28:00.0
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,black gram foliar application  management,recommended for spray DAP 20 gm / lit of water.,PUDUCHERRY,PUDUCHERRY,MANNADIPET,05:21.4
JAYAD,AGRICULTURE,Others,Others,Seeds,Seedling availability of Casurina,"Recommended for contact to Forestry Extension Centre, Neyveli, Cuddalore: 04142-282393",PUDUCHERRY,PUDUCHERRY,MANNADIPET,02:50.3
JAYAD,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,asking about papaya harvesting stage,recommended for 5-6 months,PUDUCHERRY,PUDUCHERRY,BAHOUR,16:35.2
JAYAD,HORTICULTURE,Fruits,Papaya,Cultural Practices,Asked about spacing for plant the Papaya,Recommended for Plant the seedlings at 1.8 m,PUDUCHERRY,PUDUCHERRY,BAHOUR,39:45.2
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Foliar nutrient spray for Black gram,Recommended for spray DAP -2kg + 200 litre of water/ acre on 30 and 45th day after sowing,PUDUCHERRY,PUDUCHERRY,VILLIANUR,08:29.3
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Sowing Time and Weather,Asking about Sesame sowing season,Recommended for January- February,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,15:59.3
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Maturity duration for ADT 5 black gram,recommended for ADT 5 Maturity duration 62 days,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,58:04.0
JAYAD,ANIMAL HUSBANDRY,Animal,Goat,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Veterinary University Training and Research Centre contact number,Recommended for Veterinary University Training and Research Centre contact number ph 04146 - 225244,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,29:21.2
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about market rate for paddy,Recommended for Rs 1103-1236/quintal.,PUDUCHERRY,PUDUCHERRY,VILLIANUR,48:32.2
JAYAD,AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Sowing Time and Weather,Asked about cumbu sowing season and variety,"recommended for april - may  CO 7, CO (Cu) 9, X 7, ICMV 221, TNAU cumbu hybrid, Co 9",PUDUCHERRY,PUDUCHERRY,BAHOUR,30:51.9
JAYAD,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Cultural Practices,suitable red gram variety details,"recommended for the variety  : VBN (Rg) 3, APK 1 CO (Rg) 7 BSR 1 , Vamban 2, LRG 41",PUDUCHERRY,PUDUCHERRY,BAHOUR,54:11.2
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,foliar spray in black gram,Recommended for spray DAP 2 kg/ac on 30th and 45th day after sowing,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,09:48.2
NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Cultural Practices,asking about redgram season and varieties,recommended for Adi/Avanipattam  (June - August) and Co 6 LRG 41 Vamban 2,PUDUCHERRY,PUDUCHERRY,BAHOUR,36:30.6
JAYAD,AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Varieties,Asked about varieties for Chithiraipattam - pearl millet,"Recommended varieties for Chithiraipattam - pearl millet are CO 7, CO (Cu) 9, X 7, ICMV 221, TNAU cumbu hybrid, Co 9",PUDUCHERRY,PUDUCHERRY,VILLIANUR,16:07.6
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Cultural Practices,sowing season for blackgram,recommended for sowing Adipattam June-August,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,37:41.8
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market rate for Paddy (ADT 39) at Thattanchavady,Recommended market rate for Paddy (ADT 39)  at Thattanchavady is Rs.1049-1132/ quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,37:17.5
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,asking about Agro seed centre contact number,"Recommended for OMSAKTHI AGRO CENTER, 134-4 MAIN ROAD VIKRAVANDI, 9444707598.",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,33:10.0
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Market rate for paddy variety ADT 37,Recommended for Thattanchavady market rate : ADT 37 1119 - 1156 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,MANNADIPET,38:21.1
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,sowing season and varieties for black gram,"Recommended for sowing Adipattam June-August and varieties VBN(Bg)4,VBN(Bg)5,VBN 7 .",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,58:53.4
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,asking about blackgram season and varieties,"recommended for Adipattam and VBN-4, VBN- 5, VBN- 7",PUDUCHERRY,PUDUCHERRY,BAHOUR,47:44.4
JAYAD,HORTICULTURE,Fruits,Mango,Nutrient Management,How to increase fruit setting for mango,recommended for Spray Potassium Nitrate 5 g/lit of water,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,44:59.4
JAYAD,AGRICULTURE,Millets,Maize (Makka),Cultural Practices,maize variety total duration,Recommended for maize variety total duration 105-110 days,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,01:13.2
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",Yellow mosaic virus in black gram,Recommended for spray  Imidacloprid 0.5 ml + teepal 1 ml/lit of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,02:52.5
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,asking for the foliar spray of DAP,"recommended for DAP spray by soaking DAP 1 kg, Ammonium sulphate 400 gram and borax 200 gram in 15 lit of water overnight. The next day morning it can be filtered and diluted with 185 lit of water so as to made up to 200 litre to spray for one ha.  This can be sprayed on 25th and 35th day after sowing",PUDUCHERRY,PUDUCHERRY,VILLIANUR,22:42.0
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,asking about Blackgram season,recommended for Adipattam (June-August)month is suitable,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,40:49.3
JAYAD,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",weed management in tomato,Recommended for apply only hand weeding,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,37:45.8
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Weed Management,asking about sesame top fertilizer management,recommended for urea 11 kg /acre,PUDUCHERRY,PUDUCHERRY,BAHOUR,20:59.3
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",asking about blackgram foliar spray,recommended for spray urea- 2 kg/ 200 lit of water/ acre,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,29:27.1
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about gingee paddy market rate,recommended for Rs.1867-2492/ quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,14:24.1
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Gingee Regulated Market  Committee contact number,Recommended for Gingee Regulated Market  Committee contact number  ph 04145-222048,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,29:42.0
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,paddy market rate,Recommended for paddy market rate Rs 1107-1220/quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,47:46.4
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Asked about Nutrient foliar spray for Black gram,"Recommended for spray DAP-2kg + 200 litre of water/ acre on 30, 45th day after sowing",PUDUCHERRY,PUDUCHERRY,MANNADIPET,03:04.4
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about Market rate for paddy,Recommended for Market rate for paddy gingee ponni Rs 1879-2664 /quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,48:06.1
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,asking about black gram sowing season and variety,"Recommended for black gram sowing season : June - August and variety : VBN (Bg) 4, VBN(Bg) 5, VBN 7",PUDUCHERRY,PUDUCHERRY,VILLIANUR,29:50.3
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,blackgram foliar application,Recommended for spray DAP 20gm / lit,PUDUCHERRY,PUDUCHERRY,BAHOUR,56:11.1
JAYAD,AGRICULTURE,Millets,Maize (Makka),Fertilizer Use and Availability,maize basal fertilizer management,Recommended for apply urea 30kg + super phos phate 150kg + potash 30kg / ac,PUDUCHERRY,PUDUCHERRY,BAHOUR,09:47.4
JAYAD,AGRICULTURE,Others,Others,Fertilizer Use and Availability,Asking about Coir composting days,Recommended for will take sixty days (60 days)for composting.,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,52:56.8
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,varieties of paddy,"recommended varieties of paddy ADT 36, ASD 16, ASD 18, ADT 43, ADT (R) 45, ADT (R) 47, MDU 5, IR 50, CO 47, CORH 3",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,45:08.1
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Asking about Black gram foliar nutrient spray,Recommended for spray DAP 2 kg / acre at 30 and 45 day after sowing.,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,50:30.5
JAYAD,AGRICULTURE,Others,Others,Weather,weather report for Chennai  district,Recommended for today and tomorrow have cloudy weather and possibility of no rain chances (0mm),PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,16:35.8
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",paddy stem borer management,recommended for spray chlorantranliprole 3 ml / litre of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,33:29.6
JAYAD,HORTICULTURE,Fruits,Citrus,Seeds and Planting Material,suitable varieties for citrus,"Recommended for suitable varieties for citrus at PKM1, Vikram , VRM 1 and Rasraj",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,36:23.8
JAYAD,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,asking about papaya season,recommended for June-September month is suitable,PUDUCHERRY,PUDUCHERRY,BAHOUR,08:37.8
JAYAD,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,top dressing fertilizer for brinjal,recommended for apply urea 42 kg /acre,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,42:25.0
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Field Preparation	",Green gram sowing season,Recommended for season June - July,PUDUCHERRY,PUDUCHERRY,MANNADIPET,14:09.4
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,sowing season for green gram,"recommended for sowing Adipattam June - July Co 6, Co(Gg) 7, VBN 2, VBN(Gg) 3,VRM(Gg) 1,",PUDUCHERRY,PUDUCHERRY,BAHOUR,28:54.5
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Sugarcane top dressing fertilizer application,Recommended for apply urea 80 kg + potash 25 kg / acre,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,35:00.5
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,Black gram sowing season and varieties,"Recommended for Adipattam varieties : VBN (Bg) 4, VBN(Bg) 5, TNAU (Black gram) VBN 7",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,13:14.3
JAYAD,HORTICULTURE,Vegetables,Bottle Gourd ,Cultural Practices,asking about bottle gourd season and seed treatment,recommended for july and carbendazim 2 gm/ kg of seeds.,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,37:03.4
JAYAD,AGRICULTURE,Others,Others,Organic Farming,asking about terrace garden,"recommended for the spray of neem oil, application of neem cake, micronutrients",PUDUCHERRY,PUDUCHERRY,VILLIANUR,12:53.8
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,asking for the fertilizer requirement in cotton,recommended for the foliar application of 2 % DAP + 1 % potash for increased yield and boll size,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,26:39.3
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Cultural Practices,asking about green gram suitable varieties,"recommended for Co 6, Co(Gg) 7, VBN 2, VBN(Gg) 3",PUDUCHERRY,PUDUCHERRY,BAHOUR,10:39.1
JAYAD,AGRICULTURE,Others,Others,Market Information,asking about paddy market information (ADT 37),recommended for Thattanchavady market price Rs.929-1189 /Quintal (27.05.16),PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,18:13.3
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Sowing Time and Weather,Asking about sesame varities,"Recommended for TMV 3, TMV 4, TMV 6, TMV 7, CO 1, VRI (SV) 1, SVPR 1, VRI (SV) 2.",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,28:51.9
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",asking about blackgram yellowing,recommended for spray neem oil - 3 ml + teepol - 1 ml/ lit of water,PUDUCHERRY,PUDUCHERRY,MANNADIPET,09:50.9
JAYAD,AGRICULTURE,Others,Others,Market Information,asking about paddy market information,recommended for Madurai market price Rs.1600-1700 /Quintal (27.05.16),PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,11:44.5
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",whitefly in blackgram,recommended for spray Dimethoate (rogar) 2ml+teepol 0.5ml+ neemoil 3ml/lit of water,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,42:52.8
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,asking about blackgram varieties (Adipattam),"recommended for VBN (Bg) 4, VBN(Bg) 5, TNAU (Black gram) VBN 7,VBN 8",PUDUCHERRY,PUDUCHERRY,BAHOUR,55:09.2
JAYAD,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",stem bleeding in coconut,recommended for apply bordeaux paste on afftected part,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,52:20.7
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,sesame flower drop and increase flower  management,recommended for spray Planofix 2ml/ litre of water,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,42:23.6
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",Black gram pest management and yellow mosaic virus management,recommended for affected plants to be destruction and recommended for spray dimethoate 2ml+neem oil 3ml+teepol 1ml/lit of water,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,45:24.3
JAYAD,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",Bud rot in coconut,Recommended for spray copper oxychloride 2.5 gm / lit of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,45:56.0
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,weeds control in paddy,Recommended for spray Namini gold 80ml / ac 200 litter of water 21st day after planting.,PUDUCHERRY,KARAIKAL,KARAIKAL,21:56.0
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Varieties,Sesame sowing season and varieties,"Recommended for ChithiraipattamApr- May varieties: TMV 3, TMV 4, TMV 6, TMV 7, CO 1, VRI (SV) 1, SVPR 1, VRI (SV) 2",PUDUCHERRY,KARAIKAL,KARAIKAL,14:22.9
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,asking about cotton foliar spray information,recommended for spray 19:19:19 - 5 g / lit of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,55:20.9
JAYAD,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,weeds control in groundnut,Recommended for spray Pendimethalin 800ml / 200lit / ac on third day after sowing.,PUDUCHERRY,KARAIKAL,KARAIKAL,54:03.3
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,market price of sesame,recommended for market price of sesame is rs.6086-7186/quintal,PUDUCHERRY,KARAIKAL,KARAIKAL,36:34.6
RABI,AGRICULTURE,Others,Others,Weather,asking about Karaikal today weather Report,Recommended for Karaikal today weather Report : very Light Rain fall,PUDUCHERRY,KARAIKAL,KARAIKAL,24:45.1
JAYAD,AGRICULTURE,Millets,Kodo Millet (Kodara/Varagu),Nutrient Management,Theni basal fertilizer application,Recommended for apply 38 kg urea + 55 kg super phosphate / acre,PUDUCHERRY,KARAIKAL,KARAIKAL,18:05.3
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking for the paddy varieties suitable for the district,"recommended for ADT 43, ADT 45 and CO 51",PUDUCHERRY,KARAIKAL,KARAIKAL,55:31.5
JAYAD,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Seeds,asking about Tc 37 groundnut seed availability,"Recommended for Krishi Vigyan Kendra, Gandhigram Rural Institute, Gandhigram - 624 302, Dindigul District. Phone number: 0451 – 2452168.",PUDUCHERRY,KARAIKAL,KARAIKAL,30:12.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Paddy weed management.,Recommended for  apply Butachlor 800 ml / acre mixed with sand 20 kg.,PUDUCHERRY,KARAIKAL,KARAIKAL,09:47.7
JAYAD,AGRICULTURE,Others,Others,Market Information,asking about paddy market information (Andhra ponni),recommended for Trichy market price Rs.1730-2130 /Quintal (07.06.16),PUDUCHERRY,KARAIKAL,Thirunallar,59:10.2
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,cotton market information,recommended for cotton market information 5500 / quintal,PUDUCHERRY,KARAIKAL,Nedungadu,27:14.4
JAYAD,AGRICULTURE,Millets,Maize (Makka),Cultural Practices,sowing season for maize,Recommended for sowing Adipattam July - August,PUDUCHERRY,KARAIKAL,Nedungadu,49:01.7
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Fertilizer Use and Availability,foliar spray management for cotton,recommended for the fertilizers : 19:19:19 5 gm /lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,56:51.0
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Top fertilizer application for cotton,Recommended for apply urea 35kg + potash 20kg/ac,PUDUCHERRY,KARAIKAL,KARAIKAL,33:50.8
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,sowing season and varieties for paddy,"Recommended for sowing august month and  varieties I.White Ponni, CO 43, CR 1009, ADT 38, TRY 1*, ASD 19, ADT (R) 44, CORH 4, CO (R) 48, CO (R) 49, CO (R) 50, ADT (R) 49, TNAU Rice ADT 50",PUDUCHERRY,KARAIKAL,Kottucherry,50:06.2
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",Yellow mosaic virus control management in black gram,Recommended for spray dimethoate 2 ml / 1 litre of water,PUDUCHERRY,KARAIKAL,KARAIKAL,25:04.8
JAYAD,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Dairy Production,asking about poultry farming information,"Recommended Veterinary University Training and Research Centre, Nagapattinam contact no. 04365-224123",PUDUCHERRY,KARAIKAL,KARAIKAL,57:30.5
KHARIF,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Livestock Products Processing and Packaging,Nagapattinam District Veterinary University Training and Research Centre contact number,Recommended for Nagapattinam District Veterinary University Training and Research Centre contact number  phone :04365-224123,PUDUCHERRY,KARAIKAL,KARAIKAL,39:38.4
JAYAD,AGRICULTURE,Others,Others,Market Information,Blackgram market rate at villupuram,Recommended for Rs.10929 -11329/ quindal,PUDUCHERRY,KARAIKAL,KARAIKAL,09:38.1
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Sesamum market rate at panruti,Recommended for Sesamum market rate at panruti Rs. 3846- 6874 / quindal,PUDUCHERRY,KARAIKAL,KARAIKAL,18:45.8
NA,AGRICULTURE,Others,Others,Training and Exposure Visits,asking about poultry training,"recommended for contact with Veterinary University Training and Research Centre, villupuram, phone; 04146 -225244",PUDUCHERRY,KARAIKAL,KARAIKAL,53:25.8
JAYAD,AGRICULTURE,Others,Others,Cultural Practices,Cumbu Napier planting Spacing,Recommended for planting spacing 60 cm x 50 cm,PUDUCHERRY,KARAIKAL,Kottucherry,31:50.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",stem borer in paddy,Recommended for spray chlorpyrifos 2ml+neem oil +teepol 1ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,54:00.8
JAYAD,AGRICULTURE,Others,Others,Weather,weather report for karaikaal,Recommended  for today and tomorrow have cloudy weather and possibility of no rain chances (0mm),PUDUCHERRY,KARAIKAL,KARAIKAL,01:39.9
KHARIF,AGRICULTURE,Millets,Maize (Makka),Market Information,Market rate for Maize,recommended for Rs 1350-1375/quintal.,PUDUCHERRY,KARAIKAL,KARAIKAL,29:43.8
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asking about White fly in sugarcane,Recommended for spray Triazophos 2 ml + teepol 1 ml/ litre of water,PUDUCHERRY,KARAIKAL,KARAIKAL,40:59.2
KHARIF,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",asking about poultry farming information,"Recommended Veterinary University Training and Research Centre, Thanjauvur contact no. 04362 -204009",PUDUCHERRY,KARAIKAL,KARAIKAL,45:14.6
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Mealybug in cotton,Recommended for spray profenophos 1ml + acephate 2gm+ teepol 0.5ml+ neemoil 3ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,42:35.2
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,Market price for cotton,Recommended for cotton market Rs.4100-4400/quintal,PUDUCHERRY,KARAIKAL,KARAIKAL,38:19.4
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Cotton plus spray for cotton,Recommended for spray  Cotton plus 2.5 kg at Flowering and boll formation stage / 200 lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,49:33.6
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,magnesium deficiency in cotton,Recommended for spray magnesium sulphate 20 g + urea 10 g/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,52:13.7
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,magnesium deficiency in cotton,Recommended for spray magnesium sulphate 20 g + urea 10 g/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,09:48.3
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,asking about cotton top fertilizer management,recommended for 19:19:19 complex 5 gram / 1 litre of water,PUDUCHERRY,KARAIKAL,Nedungadu,00:24.3
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,growth regulators for Cotton,recommended for spray Cotton plus 2.5 kg/ac on Flowering and boll formation stage,PUDUCHERRY,KARAIKAL,KARAIKAL,01:39.0
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,micronutrient deficiency in cotton,recommended for apply micronutrient mixture 5 kg/acre,PUDUCHERRY,KARAIKAL,KARAIKAL,49:11.8
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,growth regulators for Cotton,recommended for spray Cotton plus 2.5 kg/ac on Flowering and boll formation stage,PUDUCHERRY,KARAIKAL,KARAIKAL,33:21.5
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,cotton foliar application information,Recommended for foliar spray for 19:19:19 5 gm / lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,35:13.8
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Aphids in cotton,Recommended for spray imidacloprid 2 ml+neem oil 3 ml+ teepol 1 ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,39:09.7
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",mealy bug in cotton,Recommended for spray imidacloprid 2ml + neem oil 3ml + teepol 1ml / lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,41:04.9
JAYAD,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",Rhinoceros beetle in coconut,Recommended for root feeding monocrotophos 10 ml+ water 10 ml /litre of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,59:07.1
KHARIF,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",asking about Termites in sugarcane,Recommended for apply chlorpyriphos 1 - 3 kg / ac,PUDUCHERRY,KARAIKAL,Nedungadu,15:07.9
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,top fertilizer management in paddy,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg + mn mixture 5 kg /ac,PUDUCHERRY,KARAIKAL,KARAIKAL,03:03.6
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,weed management for paddy,Recommended for spray nomini gold 80 ml/ ac on 21 day after sowing,PUDUCHERRY,KARAIKAL,KARAIKAL,05:10.5
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,asking about cotton flower droppinf,recommended for spray cotton plus - 2.5 kg / 200 lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,38:01.1
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black  gram sowing season,recommended for the black  gram season  : Markazhi – Thaipattam(Winter Irrigated),PUDUCHERRY,MAHE,MAHE,14:14.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,Black gram basal fertilizer management,Recommended for apply urea 23kg + super phosphate 62.5kg + potash 8kg / ac,PUDUCHERRY,MAHE,MAHE,45:58.2
